"time_period","time_identifier","geographic_level","country_code","country_name","age","breakdown_topic","breakdown","achievement","number","percentage"
201112,"Academic year","National","E92000001","England","18","Income Deprivation Affecting Children Index","Upper middle","Level 2 Maths GCSE AC","97002","67.11733529"
201112,"Academic year","National","E92000001","England","18","Income Deprivation Affecting Children Index","Upper middle","Level 2 Maths GCSE OTHL","103743","71.78154796"
201112,"Academic year","National","E92000001","England","18","Income Deprivation Affecting Children Index","Upper middle","Level 2 EM GCSE AC","88388","61.15716203"
201112,"Academic year","National","E92000001","England","18","Income Deprivation Affecting Children Index","Upper middle","Level 2 EM GCSE OTHL","96841","67.00593665"
201112,"Academic year","National","E92000001","England","18","Income Deprivation Affecting Children Index","Upper middle","Level 2 with EM","94352","65.28375517"
201112,"Academic year","National","E92000001","England","18","Income Deprivation Affecting Children Index","Upper middle","Level 2 Engineering FSQ","x","x"
201112,"Academic year","National","E92000001","England","18","Income Deprivation Affecting Children Index","Upper middle","Level 2 Maths FSQ","x","x"
201112,"Academic year","National","E92000001","England","18","Income Deprivation Affecting Children Index","25% least deprived","State sector cohort","144526","x"
201112,"Academic year","National","E92000001","England","18","Income Deprivation Affecting Children Index","25% least deprived","Level 2","130188","90.07929369"
201112,"Academic year","National","E92000001","England","18","Income Deprivation Affecting Children Index","25% least deprived","Level 3","90627","62.70636425"
201112,"Academic year","National","E92000001","England","18","Income Deprivation Affecting Children Index","25% least deprived","Level 2 Engineering GCSE AC","115453","79.88389632"
201112,"Academic year","National","E92000001","England","18","Income Deprivation Affecting Children Index","25% least deprived","Level 2 Engineering GCSE OTHL","121748","84.239514"
201112,"Academic year","National","E92000001","England","18","Income Deprivation Affecting Children Index","25% least deprived","Level 2 Maths GCSE AC","111145","76.90311778"
201112,"Academic year","National","E92000001","England","18","Income Deprivation Affecting Children Index","25% least deprived","Level 2 Maths GCSE OTHL","116254","80.43812186"
201112,"Academic year","National","E92000001","England","18","Income Deprivation Affecting Children Index","25% least deprived","Level 2 EM GCSE AC","104273","72.14826398"
201112,"Academic year","National","E92000001","England","18","Income Deprivation Affecting Children Index","25% least deprived","Level 2 EM GCSE OTHL","111053","76.83946141"
201112,"Academic year","National","E92000001","England","18","Income Deprivation Affecting Children Index","25% least deprived","Level 2 with EM","109229","75.57740476"
201112,"Academic year","National","E92000001","England","18","Income Deprivation Affecting Children Index","25% least deprived","Level 2 Engineering FSQ","x","x"
201112,"Academic year","National","E92000001","England","18","Income Deprivation Affecting Children Index","25% least deprived","Level 2 Maths FSQ","x","x"
201112,"Academic year","National","E92000001","England","18","Special Educational Need","No identified SEN","State sector cohort","442030","x"
201112,"Academic year","National","E92000001","England","18","Special Educational Need","No identified SEN","Level 2","392565","88.80958306"
201112,"Academic year","National","E92000001","England","18","Special Educational Need","No identified SEN","Level 3","245132","55.45596453"
201112,"Academic year","National","E92000001","England","18","Special Educational Need","No identified SEN","Level 2 Engineering GCSE AC","337854","76.43236884"
201112,"Academic year","National","E92000001","England","18","Special Educational Need","No identified SEN","Level 2 Engineering GCSE OTHL","362503","82.00868719"
201112,"Academic year","National","E92000001","England","18","Special Educational Need","No identified SEN","Level 2 Maths GCSE AC","319550","72.29147343"
201112,"Academic year","National","E92000001","England","18","Special Educational Need","No identified SEN","Level 2 Maths GCSE OTHL","340588","77.0508789"
201112,"Academic year","National","E92000001","England","18","Special Educational Need","No identified SEN","Level 2 EM GCSE AC","293707","66.44503767"
201112,"Academic year","National","E92000001","England","18","Special Educational Need","No identified SEN","Level 2 EM GCSE OTHL","320967","72.61203991"
201112,"Academic year","National","E92000001","England","18","Special Educational Need","No identified SEN","Level 2 with EM","313174","70.8490374"
201112,"Academic year","National","E92000001","England","18","Special Educational Need","No identified SEN","Level 2 Engineering FSQ","x","x"
201112,"Academic year","National","E92000001","England","18","Special Educational Need","No identified SEN","Level 2 Maths FSQ","x","x"
201112,"Academic year","National","E92000001","England","18","Special Educational Need","Identified SEN","State sector cohort","138189","x"
201112,"Academic year","National","E92000001","England","18","Special Educational Need","Identified SEN","Level 2","78032","56.46759149"
201112,"Academic year","National","E92000001","England","18","Special Educational Need","Identified SEN","Level 3","24303","17.58678332"
201112,"Academic year","National","E92000001","England","18","Special Educational Need","Identified SEN","Level 2 Engineering GCSE AC","39680","28.71429709"
201112,"Academic year","National","E92000001","England","18","Special Educational Need","Identified SEN","Level 2 Engineering GCSE OTHL","51546","37.30108764"
201112,"Academic year","National","E92000001","England","18","Special Educational Need","Identified SEN","Level 2 Maths GCSE AC","37454","27.10345975"
201112,"Academic year","National","E92000001","England","18","Special Educational Need","Identified SEN","Level 2 Maths GCSE OTHL","46850","33.90284321"
201112,"Academic year","National","E92000001","England","18","Special Educational Need","Identified SEN","Level 2 EM GCSE AC","28021","20.27730138"
201112,"Academic year","National","E92000001","England","18","Special Educational Need","Identified SEN","Level 2 EM GCSE OTHL","38104","27.57383004"
201112,"Academic year","National","E92000001","England","18","Special Educational Need","Identified SEN","Level 2 with EM","34770","25.16119228"
201112,"Academic year","National","E92000001","England","18","Special Educational Need","Identified SEN","Level 2 Engineering FSQ","x","x"
201112,"Academic year","National","E92000001","England","18","Special Educational Need","Identified SEN","Level 2 Maths FSQ","x","x"
201112,"Academic year","National","E92000001","England","18","Total","Total","State sector cohort","580219","x"
201112,"Academic year","National","E92000001","England","18","Total","Total","Level 2","470597","81.10678899"
201112,"Academic year","National","E92000001","England","18","Total","Total","Level 3","269435","46.43677646"
201112,"Academic year","National","E92000001","England","18","Total","Total","Level 2 Engineering GCSE AC","377534","65.06750037"
201112,"Academic year","National","E92000001","England","18","Total","Total","Level 2 Engineering GCSE OTHL","414049","71.36081376"
201112,"Academic year","National","E92000001","England","18","Total","Total","Level 2 Maths GCSE AC","357004","61.52918122"
201112,"Academic year","National","E92000001","England","18","Total","Total","Level 2 Maths GCSE OTHL","387438","66.77444206"
201112,"Academic year","National","E92000001","England","18","Total","Total","Level 2 EM GCSE AC","321728","55.4494079"
201112,"Academic year","National","E92000001","England","18","Total","Total","Level 2 EM GCSE OTHL","359071","61.88542602"
201112,"Academic year","National","E92000001","England","18","Total","Total","Level 2 with EM","347944","59.96770185"
201112,"Academic year","National","E92000001","England","18","Total","Total","Level 2 Engineering FSQ","4708","0.811417758"
201112,"Academic year","National","E92000001","England","18","Total","Total","Level 2 Maths FSQ","3419","0.589260262"
201112,"Academic year","National","E92000001","England","19","Sex","Female","State sector cohort","284672","x"
201112,"Academic year","National","E92000001","England","19","Sex","Female","Level 2","246700","86.66113984"
201112,"Academic year","National","E92000001","England","19","Sex","Female","Level 3","169074","59.39256407"
201112,"Academic year","National","E92000001","England","19","Sex","Female","Level 2 Engineering GCSE AC","205917","72.33482745"
201112,"Academic year","National","E92000001","England","19","Sex","Female","Level 2 Engineering GCSE OTHL","221337","77.75158779"
201112,"Academic year","National","E92000001","England","19","Sex","Female","Level 2 Maths GCSE AC","177883","62.48700259"
201112,"Academic year","National","E92000001","England","19","Sex","Female","Level 2 Maths GCSE OTHL","193439","67.95153721"
201112,"Academic year","National","E92000001","England","19","Sex","Female","Level 2 EM GCSE AC","169240","59.4508768"
201112,"Academic year","National","E92000001","England","19","Sex","Female","Level 2 EM GCSE OTHL","186322","65.45146695"
201112,"Academic year","National","E92000001","England","19","Sex","Female","Level 2 with EM","183199","64.35441491"
201112,"Academic year","National","E92000001","England","19","Sex","Female","Level 2 Engineering FSQ","x","x"
201112,"Academic year","National","E92000001","England","19","Sex","Female","Level 2 Maths FSQ","x","x"
201112,"Academic year","National","E92000001","England","19","Sex","Male","State sector cohort","295547","x"
201112,"Academic year","National","E92000001","England","19","Sex","Male","Level 2","239241","80.94854625"
201112,"Academic year","National","E92000001","England","19","Sex","Male","Level 3","150892","51.05516212"
201112,"Academic year","National","E92000001","England","19","Sex","Male","Level 2 Engineering GCSE AC","173408","58.67357814"
201112,"Academic year","National","E92000001","England","19","Sex","Male","Level 2 Engineering GCSE OTHL","199693","67.56725665"
201112,"Academic year","National","E92000001","England","19","Sex","Male","Level 2 Maths GCSE AC","181040","61.25590854"
201112,"Academic year","National","E92000001","England","19","Sex","Male","Level 2 Maths GCSE OTHL","201437","68.15734892"
201112,"Academic year","National","E92000001","England","19","Sex","Male","Level 2 EM GCSE AC","154899","52.41095325"
201112,"Academic year","National","E92000001","England","19","Sex","Male","Level 2 EM GCSE OTHL","181191","61.30700024"
201112,"Academic year","National","E92000001","England","19","Sex","Male","Level 2 with EM","175522","59.38886201"
201112,"Academic year","National","E92000001","England","19","Sex","Male","Level 2 Engineering FSQ","x","x"
201112,"Academic year","National","E92000001","England","19","Sex","Male","Level 2 Maths FSQ","x","x"
201112,"Academic year","National","E92000001","England","19","Free School Meal status","FSM eligible","State sector cohort","74703","x"
201112,"Academic year","National","E92000001","England","19","Free School Meal status","FSM eligible","Level 2","51398","68.80312705"
201112,"Academic year","National","E92000001","England","19","Free School Meal status","FSM eligible","Level 3","25463","34.08564582"
201112,"Academic year","National","E92000001","England","19","Free School Meal status","FSM eligible","Level 2 Engineering GCSE AC","31306","41.90728619"
201112,"Academic year","National","E92000001","England","19","Free School Meal status","FSM eligible","Level 2 Engineering GCSE OTHL","38342","51.3259173"
201112,"Academic year","National","E92000001","England","19","Free School Meal status","FSM eligible","Level 2 Maths GCSE AC","28712","38.43486875"
201112,"Academic year","National","E92000001","England","19","Free School Meal status","FSM eligible","Level 2 Maths GCSE OTHL","34641","46.37163166"
201112,"Academic year","National","E92000001","England","19","Free School Meal status","FSM eligible","Level 2 EM GCSE AC","23683","31.70287673"
201112,"Academic year","National","E92000001","England","19","Free School Meal status","FSM eligible","Level 2 EM GCSE OTHL","30251","40.49502697"
201112,"Academic year","National","E92000001","England","19","Free School Meal status","FSM eligible","Level 2 with EM","28651","38.35321205"
201112,"Academic year","National","E92000001","England","19","Free School Meal status","FSM eligible","Level 2 Engineering FSQ","x","x"
201112,"Academic year","National","E92000001","England","19","Free School Meal status","FSM eligible","Level 2 Maths FSQ","x","x"
201112,"Academic year","National","E92000001","England","19","Free School Meal status","FSM not eligible","State sector cohort","505516","x"
201112,"Academic year","National","E92000001","England","19","Free School Meal status","FSM not eligible","Level 2","434543","85.96028612"
201112,"Academic year","National","E92000001","England","19","Free School Meal status","FSM not eligible","Level 3","294503","58.25789886"
201112,"Academic year","National","E92000001","England","19","Free School Meal status","FSM not eligible","Level 2 Engineering GCSE AC","348019","68.84430958"
201112,"Academic year","National","E92000001","England","19","Free School Meal status","FSM not eligible","Level 2 Engineering GCSE OTHL","382688","75.70245057"
201112,"Academic year","National","E92000001","England","19","Free School Meal status","FSM not eligible","Level 2 Maths GCSE AC","330211","65.32157241"
201112,"Academic year","National","E92000001","England","19","Free School Meal status","FSM not eligible","Level 2 Maths GCSE OTHL","360235","71.2608503"
201112,"Academic year","National","E92000001","England","19","Free School Meal status","FSM not eligible","Level 2 EM GCSE AC","300456","59.43550748"
201112,"Academic year","National","E92000001","England","19","Free School Meal status","FSM not eligible","Level 2 EM GCSE OTHL","337262","66.71638484"
201112,"Academic year","National","E92000001","England","19","Free School Meal status","FSM not eligible","Level 2 with EM","330070","65.29368012"
201112,"Academic year","National","E92000001","England","19","Free School Meal status","FSM not eligible","Level 2 Engineering FSQ","x","x"
201112,"Academic year","National","E92000001","England","19","Free School Meal status","FSM not eligible","Level 2 Maths FSQ","x","x"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Attainment gap (between least and most deprived)","State sector cohort","x","x"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Attainment gap (between least and most deprived)","Level 2","x","16.13602839"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Attainment gap (between least and most deprived)","Level 3","x","28.458144"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Attainment gap (between least and most deprived)","Level 2 Engineering GCSE AC","x","29.29750199"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Attainment gap (between least and most deprived)","Level 2 Engineering GCSE OTHL","x","25.08309903"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Attainment gap (between least and most deprived)","Level 2 Maths GCSE AC","x","30.31736034"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Attainment gap (between least and most deprived)","Level 2 Maths GCSE OTHL","x","26.60320482"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Attainment gap (between least and most deprived)","Level 2 EM GCSE AC","x","32.34255493"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Attainment gap (between least and most deprived)","Level 2 EM GCSE OTHL","x","28.76817456"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Attainment gap (between least and most deprived)","Level 2 with EM","x","29.83232902"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Attainment gap (between least and most deprived)","Level 2 Engineering FSQ","x","x"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Attainment gap (between least and most deprived)","Level 2 Maths FSQ","x","x"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","25% most deprived","State sector cohort","144527","x"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","25% most deprived","Level 2","109318","75.63846202"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","25% most deprived","Level 3","60297","41.72023221"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","25% most deprived","Level 2 Engineering GCSE AC","73381","50.77321193"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","25% most deprived","Level 2 Engineering GCSE OTHL","86673","59.97010939"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","25% most deprived","Level 2 Maths GCSE AC","67668","46.82031731"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","25% most deprived","Level 2 Maths GCSE OTHL","79172","54.7800757"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","25% most deprived","Level 2 EM GCSE AC","57947","40.09423845"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","25% most deprived","Level 2 EM GCSE OTHL","71102","49.19634394"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","25% most deprived","Level 2 with EM","68194","47.18426315"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","25% most deprived","Level 2 Engineering FSQ","x","x"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","25% most deprived","Level 2 Maths FSQ","x","x"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Lower middle","State sector cohort","144526","x"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Lower middle","Level 2","116774","80.79791871"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Lower middle","Level 3","71099","49.19460858"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Lower middle","Level 2 Engineering GCSE AC","86717","60.00096868"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Lower middle","Level 2 Engineering GCSE OTHL","98453","68.12130689"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Lower middle","Level 2 Maths GCSE AC","81301","56.25354607"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Lower middle","Level 2 Maths GCSE OTHL","91373","63.22253435"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Lower middle","Level 2 EM GCSE AC","71689","49.60283963"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Lower middle","Level 2 EM GCSE OTHL","83759","57.95427812"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Lower middle","Level 2 with EM","81229","56.20372805"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Lower middle","Level 2 Engineering FSQ","x","x"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Lower middle","Level 2 Maths FSQ","x","x"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Upper middle","State sector cohort","144526","x"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Upper middle","Level 2","125645","86.93591465"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Upper middle","Level 3","86255","59.68130302"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Upper middle","Level 2 Engineering GCSE AC","102363","70.82670246"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Upper middle","Level 2 Engineering GCSE OTHL","111676","77.27052572"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Upper middle","Level 2 Maths GCSE AC","97431","67.41416769"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Upper middle","Level 2 Maths GCSE OTHL","105514","73.00693301"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Upper middle","Level 2 EM GCSE AC","88891","61.5051963"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Upper middle","Level 2 EM GCSE OTHL","98890","68.42367463"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Upper middle","Level 2 with EM","96940","67.07443643"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Upper middle","Level 2 Engineering FSQ","x","x"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","Upper middle","Level 2 Maths FSQ","x","x"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","25% least deprived","State sector cohort","144526","x"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","25% least deprived","Level 2","132638","91.7744904"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","25% least deprived","Level 3","101426","70.17837621"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","25% least deprived","Level 2 Engineering GCSE AC","115723","80.07071392"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","25% least deprived","Level 2 Engineering GCSE OTHL","122924","85.05320842"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","25% least deprived","Level 2 Maths GCSE AC","111484","77.13767765"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","25% least deprived","Level 2 Maths GCSE OTHL","117620","81.38328052"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","25% least deprived","Level 2 EM GCSE AC","104690","72.43679338"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","25% least deprived","Level 2 EM GCSE OTHL","112679","77.96451849"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","25% least deprived","Level 2 with EM","111309","77.01659217"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","25% least deprived","Level 2 Engineering FSQ","x","x"
201112,"Academic year","National","E92000001","England","19","Income Deprivation Affecting Children Index","25% least deprived","Level 2 Maths FSQ","x","x"
201112,"Academic year","National","E92000001","England","19","Special Educational Need","No identified SEN","State sector cohort","442030","x"
201112,"Academic year","National","E92000001","England","19","Special Educational Need","No identified SEN","Level 2","401193","90.76148678"
201112,"Academic year","National","E92000001","England","19","Special Educational Need","No identified SEN","Level 3","284049","64.26011809"
201112,"Academic year","National","E92000001","England","19","Special Educational Need","No identified SEN","Level 2 Engineering GCSE AC","339068","76.70701084"
201112,"Academic year","National","E92000001","England","19","Special Educational Need","No identified SEN","Level 2 Engineering GCSE OTHL","366970","83.01925209"
201112,"Academic year","National","E92000001","England","19","Special Educational Need","No identified SEN","Level 2 Maths GCSE AC","320977","72.6143022"
201112,"Academic year","National","E92000001","England","19","Special Educational Need","No identified SEN","Level 2 Maths GCSE OTHL","345659","78.1980861"
201112,"Academic year","National","E92000001","England","19","Special Educational Need","No identified SEN","Level 2 EM GCSE AC","295529","66.85722689"
201112,"Academic year","National","E92000001","England","19","Special Educational Need","No identified SEN","Level 2 EM GCSE OTHL","326988","73.97416465"
201112,"Academic year","National","E92000001","England","19","Special Educational Need","No identified SEN","Level 2 with EM","320981","72.61520711"
201112,"Academic year","National","E92000001","England","19","Special Educational Need","No identified SEN","Level 2 Engineering FSQ","x","x"
201112,"Academic year","National","E92000001","England","19","Special Educational Need","No identified SEN","Level 2 Maths FSQ","x","x"
201112,"Academic year","National","E92000001","England","19","Special Educational Need","Identified SEN","State sector cohort","138189","x"
201112,"Academic year","National","E92000001","England","19","Special Educational Need","Identified SEN","Level 2","84748","61.32760205"
201112,"Academic year","National","E92000001","England","19","Special Educational Need","Identified SEN","Level 3","35917","25.99121493"
201112,"Academic year","National","E92000001","England","19","Special Educational Need","Identified SEN","Level 2 Engineering GCSE AC","40257","29.13184117"
201112,"Academic year","National","E92000001","England","19","Special Educational Need","Identified SEN","Level 2 Engineering GCSE OTHL","54060","39.12033519"
201112,"Academic year","National","E92000001","England","19","Special Educational Need","Identified SEN","Level 2 Maths GCSE AC","37946","27.45949388"
201112,"Academic year","National","E92000001","England","19","Special Educational Need","Identified SEN","Level 2 Maths GCSE OTHL","49217","35.61571471"
201112,"Academic year","National","E92000001","England","19","Special Educational Need","Identified SEN","Level 2 EM GCSE AC","28610","20.70352922"
201112,"Academic year","National","E92000001","England","19","Special Educational Need","Identified SEN","Level 2 EM GCSE OTHL","40525","29.32577846"
201112,"Academic year","National","E92000001","England","19","Special Educational Need","Identified SEN","Level 2 with EM","37740","27.31042268"
201112,"Academic year","National","E92000001","England","19","Special Educational Need","Identified SEN","Level 2 Engineering FSQ","x","x"
201112,"Academic year","National","E92000001","England","19","Special Educational Need","Identified SEN","Level 2 Maths FSQ","x","x"
201112,"Academic year","National","E92000001","England","19","Total","Total","State sector cohort","580219","x"
201112,"Academic year","National","E92000001","England","19","Total","Total","Level 2","485941","83.7513077"
201112,"Academic year","National","E92000001","England","19","Total","Total","Level 3","319966","55.14572946"
201112,"Academic year","National","E92000001","England","19","Total","Total","Level 2 Engineering GCSE AC","379325","65.37617693"
201112,"Academic year","National","E92000001","England","19","Total","Total","Level 2 Engineering GCSE OTHL","421030","72.56398015"
201112,"Academic year","National","E92000001","England","19","Total","Total","Level 2 Maths GCSE AC","358923","61.85991841"
201112,"Academic year","National","E92000001","England","19","Total","Total","Level 2 Maths GCSE OTHL","394876","68.05637182"
201112,"Academic year","National","E92000001","England","19","Total","Total","Level 2 EM GCSE AC","324139","55.86494065"
201112,"Academic year","National","E92000001","England","19","Total","Total","Level 2 EM GCSE OTHL","367513","63.34039389"
201112,"Academic year","National","E92000001","England","19","Total","Total","Level 2 with EM","358721","61.82510397"
201112,"Academic year","National","E92000001","England","19","Total","Total","Level 2 Engineering FSQ","7006","1.207475109"
201112,"Academic year","National","E92000001","England","19","Total","Total","Level 2 Maths FSQ","5831","1.004965367"
201112,"Academic year","National","E92000001","England","19 not 16","Sex","Male","State sector cohort","295547","x"
201112,"Academic year","National","E92000001","England","19 not 16","Sex","Male","Level 2","x","x"
201112,"Academic year","National","E92000001","England","19 not 16","Sex","Male","Level 3","x","x"
201112,"Academic year","National","E92000001","England","19 not 16","Sex","Male","Level 2 Engineering GCSE AC","12911","9.560162903"
201112,"Academic year","National","E92000001","England","19 not 16","Sex","Male","Level 2 Engineering GCSE OTHL","26001","21.33765541"
201112,"Academic year","National","E92000001","England","19 not 16","Sex","Male","Level 2 Maths GCSE AC","9442","7.617649194"
201112,"Academic year","National","E92000001","England","19 not 16","Sex","Male","Level 2 Maths GCSE OTHL","19089","16.86322317"
201112,"Academic year","National","E92000001","England","19 not 16","Sex","Male","Level 2 EM GCSE AC","14854","9.552288717"
201112,"Academic year","National","E92000001","England","19 not 16","Sex","Male","Level 2 EM GCSE OTHL","26754","18.95967685"
201112,"Academic year","National","E92000001","England","19 not 16","Sex","Male","Level 2 with EM","x","x"
201112,"Academic year","National","E92000001","England","19 not 16","Sex","Male","Level 2 Engineering FSQ","x","x"
201112,"Academic year","National","E92000001","England","19 not 16","Sex","Male","Level 2 Maths FSQ","x","x"
201112,"Academic year","National","E92000001","England","19 not 16","Sex","Female","State sector cohort","284672","x"
201112,"Academic year","National","E92000001","England","19 not 16","Sex","Female","Level 2","x","x"
201112,"Academic year","National","E92000001","England","19 not 16","Sex","Female","Level 3","x","x"
201112,"Academic year","National","E92000001","England","19 not 16","Sex","Female","Level 2 Engineering GCSE AC","9717","10.98313591"
201112,"Academic year","National","E92000001","England","19 not 16","Sex","Female","Level 2 Engineering GCSE OTHL","18044","22.17279642"
201112,"Academic year","National","E92000001","England","19 not 16","Sex","Female","Level 2 Maths GCSE AC","11321","9.585132504"
201112,"Academic year","National","E92000001","England","19 not 16","Sex","Female","Level 2 Maths GCSE OTHL","18022","16.4953549"
201112,"Academic year","National","E92000001","England","19 not 16","Sex","Female","Level 2 EM GCSE AC","13924","10.76409289"
201112,"Academic year","National","E92000001","England","19 not 16","Sex","Female","Level 2 EM GCSE OTHL","21162","17.7070085"
201112,"Academic year","National","E92000001","England","19 not 16","Sex","Female","Level 2 with EM","x","x"
201112,"Academic year","National","E92000001","England","19 not 16","Sex","Female","Level 2 Engineering FSQ","x","x"
201112,"Academic year","National","E92000001","England","19 not 16","Sex","Female","Level 2 Maths FSQ","x","x"
201112,"Academic year","National","E92000001","England","19 not 16","Free School Meal status","FSM not eligible","State sector cohort","505516","x"
201112,"Academic year","National","E92000001","England","19 not 16","Free School Meal status","FSM not eligible","Level 2","x","x"
201112,"Academic year","National","E92000001","England","19 not 16","Free School Meal status","FSM not eligible","Level 3","x","x"
201112,"Academic year","National","E92000001","England","19 not 16","Free School Meal status","FSM not eligible","Level 2 Engineering GCSE AC","19147","10.83931523"
201112,"Academic year","National","E92000001","England","19 not 16","Free School Meal status","FSM not eligible","Level 2 Engineering GCSE OTHL","37038","23.16815333"
201112,"Academic year","National","E92000001","England","19 not 16","Free School Meal status","FSM not eligible","Level 2 Maths GCSE AC","18124","9.3698463"
201112,"Academic year","National","E92000001","England","19 not 16","Free School Meal status","FSM not eligible","Level 2 Maths GCSE OTHL","31845","17.97872701"
201112,"Academic year","National","E92000001","England","19 not 16","Free School Meal status","FSM not eligible","Level 2 EM GCSE AC","25184","10.93796147"
201112,"Academic year","National","E92000001","England","19 not 16","Free School Meal status","FSM not eligible","Level 2 EM GCSE OTHL","41560","19.80802044"
201112,"Academic year","National","E92000001","England","19 not 16","Free School Meal status","FSM not eligible","Level 2 with EM","x","x"
201112,"Academic year","National","E92000001","England","19 not 16","Free School Meal status","FSM not eligible","Level 2 Engineering FSQ","x","x"
201112,"Academic year","National","E92000001","England","19 not 16","Free School Meal status","FSM not eligible","Level 2 Maths FSQ","x","x"
201112,"Academic year","National","E92000001","England","19 not 16","Free School Meal status","FSM eligible","State sector cohort","74703","x"
201112,"Academic year","National","E92000001","England","19 not 16","Free School Meal status","FSM eligible","Level 2","x","x"
201112,"Academic year","National","E92000001","England","19 not 16","Free School Meal status","FSM eligible","Level 3","x","x"
201112,"Academic year","National","E92000001","England","19 not 16","Free School Meal status","FSM eligible","Level 2 Engineering GCSE AC","3481","7.425658091"
201112,"Academic year","National","E92000001","England","19 not 16","Free School Meal status","FSM eligible","Level 2 Engineering GCSE OTHL","7007","16.15707434"
201112,"Academic year","National","E92000001","England","19 not 16","Free School Meal status","FSM eligible","Level 2 Maths GCSE AC","2639","5.426691343"
201112,"Academic year","National","E92000001","England","19 not 16","Free School Meal status","FSM eligible","Level 2 Maths GCSE OTHL","5266","11.61754324"
201112,"Academic year","National","E92000001","England","19 not 16","Free School Meal status","FSM eligible","Level 2 EM GCSE AC","3594","6.580730216"
