time_period,time_identifier,geographic_level,country_code,country_name,age,breakdown_topic,breakdown,number-in_ss_cohort,percentage-level_2,number-level_2,percentage-level_3,number-level_3,percentage-l2_eng_gcse_ac,number-l2_eng_gcse_ac,percentage-l2_eng_gcse_othl2,number-l2_eng_gcse_othl2,percentage-l2_maths_gcse_ac,number-l2_maths_gcse_ac,percentage-l2_maths_gcse_othl2,number-l2_maths_gcse_othl2,percentage-l2_em_gcse_ac,number-l2_em_gcse_ac,percentage-l2_em_gcse_othl2,number-l2_em_gcse_othl2,percentage-l2_with_em,number-l2_with_em,percentage-l2_eng_fsq,number-l2_eng_fsq,percentage-l2_maths_fsq,number-l2_maths_fsq
201112,Academic year,National,E92000001,England,19 not 16,Sex,Male,295547,x,x,x,x,9.560162903,12911,21.33765541,26001,7.617649194,9442,16.86322317,19089,9.552288717,14854,18.95967685,26754,x,x,x,x,x,x
201112,Academic year,National,E92000001,England,19 not 16,Sex,Female,284672,x,x,x,x,10.98313591,9717,22.17279642,18044,9.585132504,11321,16.4953549,18022,10.76409289,13924,17.7070085,21162,x,x,x,x,x,x
201112,Academic year,National,E92000001,England,19 not 16,Free School Meal status,FSM not eligible,505516,x,x,x,x,10.83931523,19147,23.16815333,37038,9.3698463,18124,17.97872701,31845,10.93796147,25184,19.80802044,41560,x,x,x,x,x,x
201112,Academic year,National,E92000001,England,19 not 16,Free School Meal status,FSM eligible,74703,x,x,x,x,7.425658091,3481,16.15707434,7007,5.426691343,2639,11.61754324,5266,6.580730216,3594,12.50984097,6356,x,x,x,x,x,x
201112,Academic year,National,E92000001,England,19 not 16,Income Deprivation Affecting Children Index,25% most deprived,144527,x,x,x,x,9.089050461,7113,18.90838753,13490,6.494154288,5338,13.55616105,10249,7.967047568,7495,14.87548692,12831,x,x,x,x,x,x
201112,Academic year,National,E92000001,England,19 not 16,Income Deprivation Affecting Children Index,Lower middle,144526,x,x,x,x,8.986570524,5708,20.29168541,11729,7.366709156,5028,15.34663715,9636,8.764436205,6997,16.83614118,12302,x,x,x,x,x,x
201112,Academic year,National,E92000001,England,19 not 16,Income Deprivation Affecting Children Index,Upper middle,144526,x,x,x,x,10.77180285,5090,23.52283839,10104,9.903963881,5177,18.83153361,9051,11.27077286,7067,20.5030833,11770,x,x,x,x,x,x
201112,Academic year,National,E92000001,England,19 not 16,Income Deprivation Affecting Children Index,25% least deprived,144526,x,x,x,x,13.82281662,4620,28.34919898,8547,13.4459725,5133,22.94959908,8014,15.13421389,7104,25.37841511,10831,x,x,x,x,x,x
201112,Academic year,National,E92000001,England,19 not 16,Special Educational Need,No identified SEN,442030,x,x,x,x,14.04719966,16827,29.13653443,30862,12.07719293,16628,22.13199528,27391,13.73312213,23322,24.25866428,36846,x,x,x,x,x,x
201112,Academic year,National,E92000001,England,19 not 16,Special Educational Need,Identified SEN,138189,x,x,x,x,5.59224162,5801,13.54714732,13183,3.961562781,4135,9.8488226,9720,4.742904333,5456,10.18080821,11070,x,x,x,x,x,x
201112,Academic year,National,E92000001,England,19 not 16,Total,Total,580219,x,x,x,x,10.1233883,22628,21.67206275,44045,8.577660818,20763,16.6825501,37111,10.10257742,28778,18.3852476,47916,x,x,x,x,x,x
201213,Academic year,National,E92000001,England,16,Sex,Male,295755,62.88718703,185992,x,x,58.57889131,173250,62.76275972,185624,61.70445132,182494,64.95004311,192093,51.66607496,152805,56.14613447,166055,50.94926544,150685,x,x,x,x
201213,Academic year,National,E92000001,England,16,Sex,Female,284227,71.28422001,202609,x,x,73.37867268,208562,75.58078578,214821,62.39308722,177338,65.19929493,185314,59.06476162,167878,62.10458542,176518,58.53806992,166381,x,x,x,x
201213,Academic year,National,E92000001,England,16,Free School Meal status,FSM eligible,77792,46.54591732,36209,x,x,42.59692513,33137,46.99712053,36560,39.27396133,30552,43.41320444,33772,31.45567668,24470,36.17724188,28143,30.61754422,23818,x,x,x,x
201213,Academic year,National,E92000001,England,16,Free School Meal status,FSM not eligible,502190,70.1710508,352392,x,x,69.43089269,348675,72.45962683,363885,65.56880862,329280,68.42728848,343635,58.98424899,296213,62.61176049,314430,58.393835,293248,x,x,x,x
201213,Academic year,National,E92000001,England,16,Income Deprivation Affecting Children Index,Attainment gap (between least and most deprived),x,23.92445528,x,x,x,28.01500153,x,25.70988922,x,27.95269438,x,25.80051849,x,30.55604614,x,28.16235858,x,30.722128,x,x,x,x,x
201213,Academic year,National,E92000001,England,16,Income Deprivation Affecting Children Index,25% most deprived,144504,55.56178376,80289,x,x,51.76604108,74804,56.12232187,81099,48.19658971,69646,52.32381111,75610,40.33521563,58286,45.30186016,65463,39.66187787,57313,x,x,x,x
201213,Academic year,National,E92000001,England,16,Income Deprivation Affecting Children Index,Lower middle,144504,61.88410009,89425,x,x,60.82738194,87898,64.45980734,93147,56.72784144,81974,60.10006643,86847,49.3965565,71380,53.58398383,77431,48.71353042,70393,x,x,x,x
201213,Academic year,National,E92000001,England,16,Income Deprivation Affecting Children Index,Upper middle,144504,71.2374744,102941,x,x,71.10945026,102756,73.90798871,106800,67.26111388,97195,69.90117921,101010,60.71942645,87742,64.07711897,92594,60.07930576,86817,x,x,x,x
201213,Academic year,National,E92000001,England,16,Income Deprivation Affecting Children Index,25% least deprived,144503,79.48623904,114860,x,x,79.78104261,115286,81.8322111,118250,76.1492841,110038,78.1243296,112892,70.89126177,102440,73.46421874,106158,70.38400587,101707,x,x,x,x
201213,Academic year,National,E92000001,England,16,Special Educational Need,No identified SEN,435887,77.36661107,337231,x,x,77.64833546,338459,80.35844152,350272,73.05563139,318440,75.73591321,330123,66.73770954,290901,70.23035787,306125,66.0285808,287810,x,x,x,x
201213,Academic year,National,E92000001,England,16,Special Educational Need,Identified SEN,144095,35.65009195,51370,x,x,30.08640133,43353,34.81938999,50173,28.7254936,41392,32.81446268,47284,20.6683091,29782,25.29442382,36448,20.30327215,29256,x,x,x,x
201213,Academic year,National,E92000001,England,16,Total,Total,579982,67.00225179,388601,x,x,65.83169823,381812,69.04438414,400445,62.04192544,359832,65.0721919,377407,55.29188837,320683,59.06614343,342573,54.66824832,317066,0.448117355,2599,0.209316841,1214
201213,Academic year,National,E92000001,England,17,Sex,Male,295755,71.4337881,211269,19.14997211,56637,61.27909925,181236,66.03979645,195316,63.65234738,188255,67.43047455,199429,54.77743402,162007,59.82147386,176925,55.62306639,164508,x,x,x,x
201213,Academic year,National,E92000001,England,17,Sex,Female,284227,79.97304971,227305,26.59951377,75603,75.28208087,213972,77.87859704,221352,64.60469976,183624,67.72509297,192493,61.77632667,175585,65.15074219,185176,62.54120826,177759,x,x,x,x
201213,Academic year,National,E92000001,England,17,Free School Meal status,FSM not eligible,502190,78.38825942,393658,25.0747725,125923,71.70911408,360116,75.18927099,377593,67.69210856,339943,70.95023796,356305,61.96160816,311165,66.00728808,331482,62.74597264,315104,x,x,x,x
201213,Academic year,National,E92000001,England,17,Free School Meal status,FSM eligible,77792,57.73858494,44916,8.120372275,6317,45.11003702,35092,50.23010078,39075,41.05306458,31936,45.78491362,35617,33.97135952,26427,39.36008844,30619,34.91747223,27163,x,x,x,x
201213,Academic year,National,E92000001,England,17,Income Deprivation Affecting Children Index,Attainment gap (between least and most deprived),x,19.90730934,x,24.23971625,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201213,Academic year,National,E92000001,England,17,Income Deprivation Affecting Children Index,25% most deprived,144504,65.9220506,95260,11.71663068,16931,54.32929192,78508,59.30839285,85703,50.10933953,72410,54.75142557,79118,43.09430881,62273,48.57097381,70187,44.20846482,63883,x,x,x,x
201213,Academic year,National,E92000001,England,17,Income Deprivation Affecting Children Index,Lower middle,144504,71.54957648,103392,17.6175054,25458,63.1435808,91245,67.26941815,97207,58.75823507,84908,62.58096662,90432,52.23730831,75485,56.87316614,82184,53.11686874,76756,x,x,x,x
201213,Academic year,National,E92000001,England,17,Income Deprivation Affecting Children Index,Upper middle,144504,79.30922327,114605,26.00896861,37584,73.38551182,106045,76.68438244,110812,69.45067265,100359,72.49557106,104759,63.77262913,92154,67.61542933,97707,64.4833361,93181,x,x,x,x
201213,Academic year,National,E92000001,England,17,Income Deprivation Affecting Children Index,25% least deprived,144503,85.82935994,124026,35.95634693,51958,81.86335232,118295,84.24392573,121735,78.31671315,113170,80.62116357,116500,73.89604368,106782,76.82885476,111020,74.4088358,107523,x,x,x,x
201213,Academic year,National,E92000001,England,17,Special Educational Need,No identified SEN,435887,84.67171538,369073,28.59594344,124646,79.90006584,348274,83.00178716,361794,75.25207221,328014,78.27051506,341171,69.8531959,304481,73.72897104,321375,70.51621177,307371,x,x,x,x
201213,Academic year,National,E92000001,England,17,Special Educational Need,Identified SEN,144095,48.23276311,69501,5.270134286,7594,32.57156737,46934,38.08182102,54874,30.44172247,43865,35.22051424,50751,22.97859051,33111,28.26329852,40726,24.21735661,34896,x,x,x,x
201213,Academic year,National,E92000001,England,17,Total,Total,579982,75.61855368,438574,22.80070761,132240,68.14142508,395208,71.84153991,416668,64.11905887,371879,67.57485577,391922,58.20732368,337592,62.43314448,362101,59.01338317,342267,0.822956575,4773,0.50363632,2921
201213,Academic year,National,E92000001,England,18,Sex,Female,284227,86.01856966,244488,53.30141049,151497,75.76479363,215344,79.10719249,224844,65.5120731,186203,69.38784845,197219,62.79910072,178492,66.94086065,190264,65.39174674,185861,x,x,x,x
201213,Academic year,National,E92000001,England,18,Sex,Male,295755,79.52731146,235206,42.89158256,126854,61.93538571,183177,67.78718872,200484,64.32452537,190243,69.16332775,204554,55.70117158,164739,61.85018005,182925,59.28860036,175349,x,x,x,x
201213,Academic year,National,E92000001,England,18,Free School Meal status,FSM not eligible,502190,85.08731755,427300,51.38792091,258065,72.24616181,362813,76.59829945,384669,68.47726956,343886,72.61335351,364657,62.92697983,316013,67.8956172,340965,65.96168781,331253,x,x,x,x
201213,Academic year,National,E92000001,England,18,Free School Meal status,FSM eligible,77792,67.3513986,52394,26.07723159,20286,45.90189223,35708,52.26629988,40659,41.85520362,32560,47.71184698,37116,34.98817359,27218,41.4232826,32224,38.50910119,29957,x,x,x,x
201213,Academic year,National,E92000001,England,18,Income Deprivation Affecting Children Index,Attainment gap (between least and most deprived),x,16.08530405,x,29.49028013,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201213,Academic year,National,E92000001,England,18,Income Deprivation Affecting Children Index,25% most deprived,144504,74.690666,107931,33.94923324,49058,55.10781708,79633,61.22252671,88469,50.98474783,73675,56.65933123,81875,44.19946853,63870,50.70724686,73274,47.98413885,69339,x,x,x,x
201213,Academic year,National,E92000001,England,18,Income Deprivation Affecting Children Index,Lower middle,144504,79.5728838,114986,41.9151027,60569,63.71865139,92076,68.88875048,99547,59.56167303,86069,64.41690195,93085,53.21236782,76894,58.88279909,85088,56.59012899,81775,x,x,x,x
201213,Academic year,National,E92000001,England,18,Income Deprivation Affecting Children Index,Upper middle,144504,85.92495709,124165,52.83313957,76346,73.89691635,106784,78.09195593,112846,70.20497702,101449,74.13151193,107123,64.70339921,93499,69.48665781,100411,67.61958146,97713,x,x,x,x
201213,Academic year,National,E92000001,England,18,Income Deprivation Affecting Children Index,25% least deprived,144503,90.77597005,131174,63.43951337,91672,82.27995267,118897,85.27435417,123224,79.03572936,114209,82.03843519,118548,74.77422614,108051,78.4634229,113382,77.09459319,111404,x,x,x,x
201213,Academic year,National,E92000001,England,18,Special Educational Need,No identified SEN,435887,90.23600153,393327,57.43805161,250365,80.40455439,350473,84.26931751,367319,76.03805573,331440,79.83330542,347983,70.82959574,308737,75.57486229,329421,73.72782395,321370,x,x,x,x
201213,Academic year,National,E92000001,England,18,Special Educational Need,Identified SEN,144095,59.93754121,86367,19.42190916,27986,33.34466845,48048,40.25746903,58009,31.23356119,45006,37.32953954,53790,23.93837399,34494,30.37440577,43768,27.64842639,39840,x,x,x,x
201213,Academic year,National,E92000001,England,18,Total,Total,579982,82.70842888,479694,47.99304116,278351,68.7126497,398521,73.3346897,425328,64.9064971,376446,69.27335676,401773,59.17959523,343231,64.34492795,373189,62.27951902,361210,1.41211279,8190,1.110206868,6439
201213,Academic year,National,E92000001,England,19,Sex,Male,295755,82.18593092,243069,51.97038089,153705,62.275194,184182,69.28707883,204920,64.58825717,191023,70.39982418,208211,56.09000693,165889,63.38793934,187473,61.29059526,181270,x,x,x,x
201213,Academic year,National,E92000001,England,19,Sex,Female,284227,87.79989234,249551,60.74686782,172659,76.00861283,216037,80.14650262,227798,65.81394449,187061,70.63368364,200760,63.16078346,179520,68.25459932,193998,66.96689618,190338,x,x,x,x
201213,Academic year,National,E92000001,England,19,Free School Meal status,FSM not eligible,502190,87.12778032,437547,59.5254784,298931,72.50741751,364125,77.78510126,390629,68.74370258,345224,73.8007527,370620,63.27585177,317765,69.28015293,347918,67.6931042,339948,x,x,x,x
201213,Academic year,National,E92000001,England,19,Free School Meal status,FSM eligible,77792,70.79519745,55073,35.26455162,27433,46.39808721,36094,54.10453517,42089,42.24084739,32860,49.29941382,38351,35.53578774,27644,43.13168449,33553,40.69827232,31660,x,x,x,x
201213,Academic year,National,E92000001,England,19,Income Deprivation Affecting Children Index,Attainment gap (between least and most deprived),x,14.53172356,x,26.84334364,x,26.86141862,x,23.20548996,x,27.88489767,x,24.8144202,x,30.32839952,x,27.21156218,x,28.39214478,x,x,x,x,x
201213,Academic year,National,E92000001,England,19,Income Deprivation Affecting Children Index,25% most deprived,144504,77.64975364,112207,43.68529591,63127,55.57493218,80308,62.91521342,90915,51.3674362,74228,58.16240381,84047,44.71640923,64617,52.3701766,75677,50.09757515,72393,x,x,x,x
201213,Academic year,National,E92000001,England,19,Income Deprivation Affecting Children Index,25% least deprived,144503,92.1814772,133205,70.52863954,101916,82.4363508,119123,86.12070338,124447,79.25233386,114522,82.97682401,119904,75.04480876,108442,79.58173879,114998,78.48971994,113420,x,x,x,x
201213,Academic year,National,E92000001,England,19,Income Deprivation Affecting Children Index,Lower middle,144504,82.15827936,118722,50.49964015,72974,64.0314455,92528,70.28732769,101568,59.8516304,86488,65.7767259,95050,53.60197642,77457,60.40455628,87287,58.50495488,84542,x,x,x,x
201213,Academic year,National,E92000001,England,19,Income Deprivation Affecting Children Index,Upper middle,144504,87.89030061,127005,60.54365277,87488,74.13081991,107122,79.25040137,114520,70.44510879,101796,75.29895366,108810,65.0279577,93968,70.89630737,102448,69.3717821,100245,x,x,x,x
201213,Academic year,National,E92000001,England,19,Special Educational Need,No identified SEN,435887,91.78548569,400081,65.64866582,286154,80.6479661,351534,85.2688885,371676,76.29959141,332580,80.88633063,352573,71.18381599,310281,76.86395786,335040,75.37113977,328533,x,x,x,x
201213,Academic year,National,E92000001,England,19,Special Educational Need,Identified SEN,144095,64.22082654,92539,27.90520143,40210,33.78673792,48685,42.36233041,61042,31.57916652,45504,39.13945661,56398,24.3783615,35128,32.22249211,46431,29.89347306,43075,x,x,x,x
201213,Academic year,National,E92000001,England,19,Total,Total,579982,84.93711874,492620,56.27140153,326364,69.00541741,400219,74.60886717,432718,65.18891966,378084,70.51442976,408971,59.55512412,345409,65.7729033,381471,64.07233328,371608,2.166101707,12563,1.81281488,10514
201213,Academic year,National,E92000001,England,19 not 16,Sex,Female,284227,x,x,x,x,9.879072226,7475,18.69723079,12977,9.096352291,9723,15.61574313,15446,10.00610233,11642,16.22891309,17480,x,x,x,x,x,x
201213,Academic year,National,E92000001,England,19 not 16,Sex,Male,295755,x,x,x,x,8.923717399,10932,17.52095232,19296,7.530394399,8529,15.54860991,16118,9.152850647,13084,16.51349268,21418,x,x,x,x,x,x
201213,Academic year,National,E92000001,England,19 not 16,Free School Meal status,FSM eligible,77792,x,x,x,x,6.621878849,2957,13.40948778,5529,4.885690093,2308,10.40208996,4579,5.952514909,3174,10.89649338,5410,x,x,x,x,x,x
201213,Academic year,National,E92000001,England,19 not 16,Free School Meal status,FSM not eligible,502190,x,x,x,x,10.06416311,15450,19.33697263,26744,9.220982014,15944,17.01933083,26985,10.46330416,21552,17.83553473,33488,x,x,x,x,x,x
201213,Academic year,National,E92000001,England,19 not 16,Income Deprivation Affecting Children Index,25% most deprived,144504,x,x,x,x,7.896700143,5504,15.48142891,9816,6.12092228,4582,12.24634946,8437,7.34301422,6331,12.92240736,10214,x,x,x,x,x,x
201213,Academic year,National,E92000001,England,19 not 16,Income Deprivation Affecting Children Index,Lower middle,144504,x,x,x,x,8.179344946,4630,16.39698581,8421,7.218934911,4514,14.2272404,8203,8.310540999,6077,14.6944374,9856,x,x,x,x,x,x
201213,Academic year,National,E92000001,England,19 not 16,Income Deprivation Affecting Children Index,Upper middle,144504,x,x,x,x,10.45798601,4366,20.47528114,7720,9.725422224,4601,17.93350807,7800,10.96860576,6226,18.98285494,9854,x,x,x,x,x,x
201213,Academic year,National,E92000001,England,19 not 16,Income Deprivation Affecting Children Index,25% least deprived,144503,x,x,x,x,13.13276517,3837,23.60492134,6197,13.0103003,4484,22.18215178,7012,14.26907258,6002,23.05385318,8840,x,x,x,x,x,x
201213,Academic year,National,E92000001,England,19 not 16,Special Educational Need,No identified SEN,435887,x,x,x,x,13.42016669,13075,25.000292,21404,12.03947312,14140,21.22650429,22450,13.36680783,19380,22.28310291,28915,x,x,x,x,x,x
201213,Academic year,National,E92000001,England,19 not 16,Special Educational Need,Identified SEN,144095,x,x,x,x,5.292727959,5332,11.57236856,10869,4.003777884,4112,9.414219459,9114,4.676633454,5346,9.273830204,9983,x,x,x,x,x,x
201213,Academic year,National,E92000001,England,19 not 16,Total,Total,579982,x,x,x,x,9.288489681,18407,17.97568189,32273,8.290710879,18252,15.58138961,31564,9.53570974,24726,16.38438307,38898,x,x,x,x,x,x
201314,Academic year,National,E92000001,England,16,Sex,Female,278810,73.3201822,204424,x,x,75.9341487,211712,77.6812166,216583,65.19780496,181778,67.31250673,187674,61.90488146,172597,64.28930096,179245,60.44869266,168537,x,x,x,x
201314,Academic year,National,E92000001,England,16,Sex,Male,289820,64.92409081,188163,x,x,61.81215927,179144,65.00034504,188384,64.29300945,186334,66.72900421,193394,54.81264233,158858,58.22510524,168748,52.6726934,152656,x,x,x,x
201314,Academic year,National,E92000001,England,16,Free School Meal status,FSM eligible,79717,49.10997654,39149,x,x,46.36526713,36961,49.97428403,39838,42.31970596,33736,45.54737383,36309,34.80311602,27744,38.60280743,30773,32.55390945,25951,x,x,x,x
201314,Academic year,National,E92000001,England,16,Free School Meal status,FSM not eligible,488916,72.29012755,353438,x,x,72.38359964,353895,74.68133585,365129,68.39150283,334377,70.51518052,344760,62.11925975,303711,64.88231107,317220,60.38706035,295242,x,x,x,x
201314,Academic year,National,E92000001,England,16,Income Deprivation Affecting Children Index,Attainment gap (between least and most deprived),x,22.06944724,x,x,x,25.93034445,x,24.16430889,x,26.11588365,x,24.67017752,x,28.78008857,x,27.17492675,x,29.89065026,x,x,x,x,x
201314,Academic year,National,E92000001,England,16,Income Deprivation Affecting Children Index,25% most deprived,141729,58.61891356,83080,x,x,55.85801071,79167,59.17067079,83862,51.95760924,73639,54.91889451,77836,44.39317289,62918,48.01910689,68057,42.08030819,59640,x,x,x,x
201314,Academic year,National,E92000001,England,16,Income Deprivation Affecting Children Index,Lower middle,141729,64.45822662,91356,x,x,63.91705297,90589,66.73934057,94589,59.78169605,84728,62.35350563,88373,52.5862738,74530,55.85801071,79167,50.55846016,71656,x,x,x,x
201314,Academic year,National,E92000001,England,16,Income Deprivation Affecting Children Index,Upper middle,141728,72.55376496,102829,x,x,73.51899413,104197,75.76061188,107374,69.29117747,98205,71.34793407,101120,63.16818131,89527,65.87336306,93361,61.49243622,87152,x,x,x,x
201314,Academic year,National,E92000001,England,16,Income Deprivation Affecting Children Index,25% least deprived,141728,80.6883608,114358,x,x,81.78835516,115917,83.33497968,118109,78.07349289,110652,79.58907203,112800,73.17326146,103707,75.19403364,106571,71.97095846,102003,x,x,x,x
201314,Academic year,National,E92000001,England,16,Special Educational Need,No identified SEN,431581,78.72473533,339761,x,x,80.25816706,346379,82.31594996,355260,75.5770064,326176,77.55114335,334696,69.69305878,300782,72.34030228,312207,67.74904363,292392,x,x,x,x
201314,Academic year,National,E92000001,England,16,Special Educational Need,Identified SEN,137052,38.54449406,52826,x,x,32.45264571,44477,36.26871552,49707,30.59933456,41937,33.83606222,46373,22.38055629,30673,26.11125704,35786,21.01465137,28801,x,x,x,x
201314,Academic year,National,E92000001,England,16,Total,Total,568633,69.04048833,392587,x,x,68.73607406,390856,71.2176395,404967,64.73648205,368113,67.01492879,381069,58.28979324,331455,61.19817176,347993,56.4851143,321193,0.620083604,3526,0.430330283,2447
201314,Academic year,National,E92000001,England,17,Sex,Male,289820,72.58401767,210363,18.93037057,54864,63.56635153,184228,67.421503,195401,66.10758402,191593,69.14360638,200392,57.18583949,165736,61.26492306,177558,56.69208474,164305,x,x,x,x
201314,Academic year,National,E92000001,England,17,Sex,Female,278810,81.10003228,226115,26.65614576,74320,77.27484667,215450,79.41393781,221414,67.34550411,187766,69.7944837,194594,64.36856641,179466,67.09013307,187054,64.23299021,179088,x,x,x,x
201314,Academic year,National,E92000001,England,17,Free School Meal status,FSM eligible,79717,59.06895643,47088,7.87661352,6279,47.85052122,38145,52.20091072,41613,44.0269955,35097,47.88188216,38170,36.76380195,29307,41.15558789,32808,36.25199142,28899,x,x,x,x
201314,Academic year,National,E92000001,England,17,Free School Meal status,FSM not eligible,488916,79.64353795,389390,25.13826506,122905,73.94603572,361534,76.7418125,375203,70.41352707,344263,72.98124831,356817,64.61150791,315896,67.8654411,331805,64.32475108,314494,x,x,x,x
201314,Academic year,National,E92000001,England,17,Income Deprivation Affecting Children Index,Attainment gap (between least and most deprived),x,18.67709817,x,24.22394917,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201314,Academic year,National,E92000001,England,17,Income Deprivation Affecting Children Index,25% most deprived,141729,67.76876998,96048,11.86771938,16820,57.56408357,81585,61.49270791,87153,53.7666956,76203,57.25786536,81151,46.67640356,66154,50.82163848,72029,46.10700703,65347,x,x,x,x
201314,Academic year,National,E92000001,England,17,Income Deprivation Affecting Children Index,Lower middle,141729,73.02457507,103497,17.40857552,24673,65.4855393,92812,68.91532432,97673,61.71284635,87465,64.80960142,91854,54.91818894,77835,58.75297222,83270,54.56399184,77333,x,x,x,x
201314,Academic year,National,E92000001,England,17,Income Deprivation Affecting Children Index,Upper middle,141728,79.94256604,113301,25.61455746,36303,75.03669,106348,77.77291714,110226,71.39238541,101183,73.9105893,104752,65.6892075,93100,68.90311018,97655,65.4542504,92767,x,x,x,x
201314,Academic year,National,E92000001,England,17,Income Deprivation Affecting Children Index,25% least deprived,141728,86.44586814,122518,36.09166855,51152,83.19739219,117914,85.15395688,120687,80.1330718,113571,82.0099063,116231,75.70416573,107294,78.15322308,110765,75.59480131,107139,x,x,x,x
201314,Academic year,National,E92000001,England,17,Special Educational Need,No identified SEN,431581,85.26186278,367974,28.35852366,122390,81.76842817,352897,84.25278221,363619,77.63548442,335060,79.99263174,345233,72.26731483,311892,75.36615375,325266,71.81317064,309932,x,x,x,x
201314,Academic year,National,E92000001,England,17,Special Educational Need,Identified SEN,137052,49.9839477,68504,4.957242506,6794,34.1344891,46782,38.81519423,53197,32.32349765,44300,36.30300908,49754,24.30537314,33311,28.7095409,39347,24.41482065,33461,x,x,x,x
201314,Academic year,National,E92000001,England,17,Total,Total,568633,76.75917507,436478,22.71834382,129184,70.28768995,399679,73.30140882,416816,66.71438344,379360,69.46255318,394987,60.70752137,345203,64.12097082,364613,60.38921413,343393,1.017528001,5786,0.777126899,4419
201314,Academic year,National,E92000001,England,18,Sex,Female,278810,86.62960439,241532,54.01958323,150612,77.83149815,217002,80.90133066,225561,68.09619454,189859,71.37118468,198990,65.31831713,182114,68.92148775,192160,67.21387325,187399,x,x,x,x
201314,Academic year,National,E92000001,England,18,Sex,Male,289820,80.1694155,232347,43.5925747,126340,64.34890622,186496,69.53212339,201518,66.6793182,193250,70.90400939,205494,58.15506176,168545,63.52287627,184102,60.58622593,175591,x,x,x,x
201314,Academic year,National,E92000001,England,18,Free School Meal status,FSM eligible,79717,67.84500169,54084,26.52006473,21141,48.76751508,38876,54.74616456,43642,44.71317285,35644,49.86514796,39751,37.77487863,30113,43.47002521,34653,40.02659408,31908,x,x,x,x
201314,Academic year,National,E92000001,England,18,Free School Meal status,FSM not eligible,488916,85.86239763,419795,52.32207578,255811,74.57784159,364623,78.42615091,383438,71.06864983,347466,74.60054488,364734,65.56279606,320547,69.87089807,341610,67.71756294,331082,x,x,x,x
201314,Academic year,National,E92000001,England,18,Income Deprivation Affecting Children Index,Attainment gap (between least and most deprived),x,15.13445356,x,28.84493804,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201314,Academic year,National,E92000001,England,18,Income Deprivation Affecting Children Index,25% most deprived,141729,75.83345681,107478,35.37878628,50142,58.52225021,82943,63.89518024,90558,54.52024639,77271,59.19395466,83895,47.81731332,67771,53.19094892,75387,50.14852289,71075,x,x,x,x
201314,Academic year,National,E92000001,England,18,Income Deprivation Affecting Children Index,Lower middle,141729,80.47470878,114056,42.50717919,60245,66.20663379,93834,70.8895145,100471,62.39866224,88437,66.57423675,94355,55.91657318,79250,60.89720523,86309,58.26542204,82579,x,x,x,x
201314,Academic year,National,E92000001,England,18,Income Deprivation Affecting Children Index,Upper middle,141728,86.18974373,122155,52.85899752,74916,75.57151727,107106,79.35199819,112464,72.01188191,102061,75.55176112,107078,66.55424475,94326,70.86461391,100435,68.7591725,97451,x,x,x,x
201314,Academic year,National,E92000001,England,18,Income Deprivation Affecting Children Index,25% least deprived,141728,90.96791036,128927,64.22372432,91023,83.66589524,118578,86.40776699,122464,80.71093926,114390,83.34979679,118130,76.53533529,108472,79.86636374,113193,78.32115037,111003,x,x,x,x
201314,Academic year,National,E92000001,England,18,Special Educational Need,No identified SEN,431581,90.43076502,390282,57.94184637,250066,82.36113267,355455,85.72573862,369976,78.27962769,337840,81.46396621,351583,73.2059567,315943,77.28514462,333548,75.1594718,324374,x,x,x,x
201314,Academic year,National,E92000001,England,18,Special Educational Need,Identified SEN,137052,60.99655605,83597,19.61737151,26886,35.05530747,48044,41.66593702,57104,33.03125821,45270,38.59994747,52902,25.33126113,34717,31.16700231,42715,28.17616671,38616,x,x,x,x
201314,Academic year,National,E92000001,England,18,Total,Total,568633,83.33652813,473879,48.70487643,276952,70.9594765,403499,75.10643948,427080,67.37385977,383110,71.13287481,404485,61.66719132,350660,66.16974393,376263,63.83554947,362990,2.048948971,11651,1.627587565,9255
201314,Academic year,National,E92000001,England,19,Sex,Female,278810,88.41648434,246514,61.52863958,171548,78.17689466,217965,82.25852731,229345,68.41720168,190754,72.67350525,202621,65.73652308,183280,70.38879524,196251,68.95448513,192252,x,x,x,x
201314,Academic year,National,E92000001,England,19,Sex,Male,289820,82.85073494,240118,52.66544752,152635,64.80781175,187826,71.49265061,207200,66.96328756,194073,72.13477331,209061,58.62983921,169921,65.3032917,189262,62.91387758,182337,x,x,x,x
201314,Academic year,National,E92000001,England,19,Free School Meal status,FSM eligible,79717,71.29846833,56837,35.65864245,28426,49.41605931,39393,57.38926452,45749,45.10330293,35955,51.582473,41120,38.34564773,30568,45.52353952,36290,42.54675916,33917,x,x,x,x
201314,Academic year,National,E92000001,England,19,Free School Meal status,FSM not eligible,488916,87.90794329,429796,60.49259996,295758,74.94109418,366399,79.93131745,390797,71.35642933,348873,75.79277422,370563,65.98965876,322634,71.4282208,349224,69.67924961,340673,x,x,x,x
